,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,target,qtr,age_rank,duration_rank,pday_rank,previous_rank,poutcome_new,emp.var.rate_rank,cons.price.idx_rank,euribor3m_rank,nr.employed_rank,y_pred_p,p_rank,y_pred_p_dtree,p_rank_dtree
3691,54,management,married,high.school,management,no,no,cellular,aug,mon,725,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,5,5,5,4,0,5,5,5,5,0.04762712027423563,4,0.04762712027423563,4
3692,43,blue-collar,single,Basic,blue-collar,yes,no,telephone,may,mon,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,3,5,4,0,3,3,3,3,0.032587675023947174,2,0.032587675023947174,2
3693,28,technician,single,university.degree,technician,yes,no,cellular,mar,mon,120,3,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes,1,Q1,1,2,5,4,0,2,2,2,2,0.13961418152386498,8,0.13961418152386498,8
3694,33,blue-collar,married,Basic,blue-collar,yes,no,cellular,nov,wed,244,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,2,4,5,4,0,3,3,2,3,0.05535453365310767,5,0.05535453365310767,5
3695,48,admin.,divorced,university.degree,admin.,no,no,telephone,jun,fri,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0,Q2,4,2,5,4,0,5,5,5,5,0.030607477953734006,2,0.030607477953734006,2
3696,36,technician,married,high.school,technician,no,no,telephone,jun,tue,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,3,2,5,4,0,5,5,4,5,0.037195750419348396,3,0.037195750419348396,3
3697,38,services,single,high.school,services,no,no,cellular,sep,fri,256,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,1,Q3,3,4,5,4,0,2,2,1,1,0.3518400384154392,10,0.3518400384154392,10
3698,42,admin.,divorced,university.degree,admin.,yes,yes,cellular,aug,fri,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,4,3,5,4,0,5,5,5,5,0.09682059487533905,7,0.09682059487533905,7
3699,24,admin.,single,university.degree,admin.,yes,no,cellular,apr,mon,393,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,1,5,5,4,0,2,2,2,2,0.14521344942906234,9,0.14521344942906234,9
3700,33,admin.,single,university.degree,admin.,yes,yes,cellular,aug,thu,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0,Q3,2,1,5,4,0,5,5,5,5,0.09688130363204117,7,0.09688130363204117,7
3701,34,entrepreneur,married,Basic,entrepreneur,no,no,telephone,may,wed,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,2,1,5,4,0,3,3,3,3,0.04201001130444713,3,0.04201001130444713,3
3702,56,blue-collar,married,Basic,blue-collar,yes,no,telephone,may,fri,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0,Q2,5,5,5,4,0,3,3,3,3,0.03263146400356541,2,0.03263146400356541,2
3703,52,technician,married,university.degree,technician,no,no,cellular,may,thu,211,1,3,4,success,-1.8,93.876,-40.0,0.677,5008.7,yes,1,Q2,5,3,1,5,1,2,2,1,1,0.703001953366376,10,0.703001953366376,10
3704,29,admin.,married,high.school,admin.,yes,no,cellular,may,mon,106,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,1,2,5,5,0,2,2,2,2,0.1460208827832542,9,0.1460208827832542,9
3705,54,technician,married,professional.course,technician,no,no,cellular,jul,fri,796,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,5,5,5,4,0,5,5,5,5,0.07603691428362452,6,0.07603691428362452,6
3706,43,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,thu,246,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,4,4,5,4,0,5,5,4,5,0.027357502980729743,1,0.027357502980729743,1
3707,60,retired,married,high.school,retired,no,no,cellular,may,thu,181,3,6,1,success,-1.8,93.876,-40.0,0.699,5008.7,yes,1,Q2,5,3,1,5,1,2,2,1,1,0.6890298142581658,10,0.6890298142581658,10
3708,49,admin.,divorced,high.school,admin.,no,no,cellular,jul,thu,602,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0,Q3,4,5,5,4,0,5,5,4,5,0.059967439433841405,5,0.059967439433841405,5
3709,51,admin.,divorced,university.degree,admin.,no,no,cellular,aug,fri,59,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,5,1,5,4,0,5,5,5,5,0.08741871284758704,7,0.08741871284758704,7
3710,34,admin.,married,university.degree,admin.,yes,no,cellular,may,mon,351,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,2,4,5,4,0,2,2,2,2,0.19214175659148888,9,0.19214175659148888,9
3711,32,admin.,married,Basic,admin.,no,no,cellular,jul,mon,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,2,1,5,4,0,5,5,5,5,0.055147709316824056,5,0.055147709316824056,5
3712,31,services,single,Basic,services,unknown,unknown,cellular,may,fri,429,1,999,3,failure,-1.8,93.876,-40.0,0.695,5008.7,no,0,Q2,2,5,5,5,0,2,2,1,1,0.20337562209445662,9,0.20337562209445662,9
3713,54,retired,divorced,university.degree,retired,no,no,cellular,nov,fri,296,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0,Q4,5,4,5,4,0,3,3,2,3,0.09116010522818621,7,0.09116010522818621,7
3714,31,admin.,single,high.school,admin.,no,no,cellular,jul,wed,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,2,2,5,4,0,5,5,5,5,0.05981113332926351,5,0.05981113332926351,5
3715,35,services,married,high.school,services,yes,no,cellular,may,fri,104,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,0,Q2,2,2,5,5,0,2,2,2,2,0.0932982368901742,7,0.0932982368901742,7
3716,44,services,married,Basic,services,yes,no,telephone,may,fri,109,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0,Q2,4,2,5,4,0,3,3,4,3,0.028040364060923497,1,0.028040364060923497,1
3717,63,retired,married,professional.course,retired,no,no,cellular,dec,mon,83,4,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,no,0,Q4,5,1,5,4,0,1,1,1,1,0.3291742098251963,10,0.3291742098251963,10
3718,28,technician,married,university.degree,technician,yes,yes,cellular,may,thu,175,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,3,5,4,0,2,2,1,2,0.17127835222652069,9,0.17127835222652069,9
3719,56,management,married,Basic,management,yes,no,cellular,jul,tue,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,5,2,5,4,0,5,5,4,5,0.04967957573120201,4,0.04967957573120201,4
3720,31,services,married,high.school,services,yes,no,cellular,may,mon,32,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0,Q2,2,1,5,4,0,2,2,1,2,0.13323097563796965,8,0.13323097563796965,8
3721,33,management,married,university.degree,management,no,no,telephone,may,mon,405,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,2,5,5,4,0,3,3,3,3,0.03503049646166547,2,0.03503049646166547,2
3722,25,admin.,single,university.degree,admin.,no,no,cellular,jul,fri,835,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,Q3,1,5,5,4,0,5,5,4,5,0.07243742629555734,6,0.07243742629555734,6
3723,44,admin.,divorced,university.degree,admin.,yes,yes,cellular,jun,tue,130,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,0,Q2,4,2,5,4,0,1,1,1,1,0.19242270071849737,9,0.19242270071849737,9
3724,54,technician,married,university.degree,technician,yes,no,cellular,aug,thu,252,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0,Q3,5,4,5,4,0,5,5,5,5,0.09240695547421167,7,0.09240695547421167,7
3725,32,housemaid,married,Basic,housemaid,no,no,telephone,jun,thu,19,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,2,1,5,4,0,5,5,4,5,0.03930738037414498,3,0.03930738037414498,3
3726,54,housemaid,married,professional.course,housemaid,yes,no,telephone,jun,mon,152,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,5,3,5,4,0,5,5,4,5,0.031361525964386974,2,0.031361525964386974,2
3727,32,technician,married,professional.course,technician,no,no,cellular,may,fri,158,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,0,Q2,2,3,5,5,0,2,2,2,2,0.1637010456955626,9,0.1637010456955626,9
3728,46,admin.,married,high.school,admin.,no,no,cellular,apr,thu,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0,Q2,4,4,5,4,0,2,2,2,2,0.1516839506679189,9,0.1516839506679189,9
3729,57,retired,divorced,professional.course,retired,no,no,telephone,jun,wed,203,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0,Q2,5,3,5,4,0,5,5,5,5,0.04469484621358228,4,0.04469484621358228,4
3730,30,technician,single,professional.course,technician,no,no,cellular,nov,thu,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,1,3,5,4,0,3,3,2,3,0.08786814977841755,7,0.08786814977841755,7
3731,54,management,married,university.degree,management,yes,no,cellular,jul,wed,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,5,4,5,4,0,5,5,5,5,0.04734857735948593,4,0.04734857735948593,4
3732,48,self-employed,married,university.degree,self-employed,yes,no,cellular,nov,tue,141,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no,0,Q4,4,2,5,5,0,3,3,2,3,0.04989622999440987,4,0.04989622999440987,4
3733,28,services,married,high.school,services,no,no,cellular,jul,tue,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,1,3,5,4,0,5,5,5,5,0.051392218685165546,5,0.051392218685165546,5
3734,37,admin.,married,university.degree,admin.,yes,no,cellular,nov,mon,386,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0,Q4,3,5,5,4,0,3,3,3,3,0.06990673147734382,6,0.06990673147734382,6
3735,40,technician,married,Basic,technician,no,no,telephone,nov,wed,319,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,3,4,5,4,0,3,3,2,3,0.052964815114673956,5,0.052964815114673956,5
3736,28,technician,married,university.degree,technician,yes,no,cellular,may,thu,402,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0,Q2,1,5,5,4,0,2,2,2,2,0.1987829338884336,9,0.1987829338884336,9
3737,41,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,mon,95,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,0,Q2,4,2,5,4,0,5,5,4,5,0.03053634398317046,2,0.03053634398317046,2
3738,27,student,single,high.school,student,no,no,telephone,jun,fri,471,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0,Q2,1,5,5,4,0,5,5,5,5,0.04055195144891333,3,0.04055195144891333,3
3739,45,admin.,married,professional.course,admin.,no,no,cellular,jul,fri,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,4,1,5,4,0,5,5,5,5,0.07181610046877683,6,0.07181610046877683,6
3740,45,management,married,Basic,management,yes,no,cellular,may,mon,305,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,4,4,5,4,0,2,2,2,2,0.13767395826102913,8,0.13767395826102913,8
3741,43,blue-collar,married,Basic,blue-collar,yes,no,telephone,jun,tue,169,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,4,3,5,4,0,5,5,4,5,0.02059347069011431,1,0.02059347069011431,1
3742,35,housemaid,married,Basic,housemaid,yes,no,cellular,aug,mon,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,2,1,5,4,0,5,5,5,5,0.08448721673449558,7,0.08448721673449558,7
3743,36,blue-collar,single,Basic,blue-collar,yes,no,cellular,may,thu,279,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,3,4,5,5,0,2,2,1,2,0.12429366461125534,8,0.12429366461125534,8
3744,47,blue-collar,married,Basic,blue-collar,yes,no,cellular,may,mon,472,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,4,5,5,4,0,2,2,2,2,0.12353510766739556,8,0.12353510766739556,8
3745,57,admin.,married,university.degree,admin.,no,yes,cellular,jul,mon,231,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,5,4,5,4,0,5,5,5,5,0.05850702722771727,5,0.05850702722771727,5
3746,27,self-employed,married,university.degree,self-employed,no,no,telephone,jul,wed,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,3,5,4,0,5,5,5,5,0.03294851149457222,2,0.03294851149457222,2
3747,64,retired,married,unknown,retired,no,no,cellular,aug,fri,252,4,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,yes,1,Q3,5,4,5,4,0,1,1,1,1,0.29316232457596186,10,0.29316232457596186,10
3748,29,management,single,university.degree,management,no,no,telephone,may,fri,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0,Q2,1,2,5,4,0,3,3,3,3,0.04354342110148208,4,0.04354342110148208,4
3749,45,management,married,university.degree,management,no,no,cellular,jul,wed,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,Q3,4,4,5,4,0,5,5,4,5,0.05286321723503192,5,0.05286321723503192,5
3750,26,blue-collar,single,high.school,blue-collar,no,no,cellular,may,mon,314,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,1,4,5,4,0,2,2,2,2,0.12070688533282149,8,0.12070688533282149,8
3751,54,services,married,high.school,services,yes,no,telephone,jun,tue,184,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,5,3,5,4,0,5,5,4,5,0.02066067346336379,1,0.02066067346336379,1
3752,29,admin.,single,Basic,admin.,yes,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,1,1,5,4,0,3,3,3,3,0.04086050243946521,3,0.04086050243946521,3
3753,39,admin.,married,high.school,admin.,no,no,telephone,may,wed,726,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,3,5,5,4,0,3,3,3,3,0.039812465042464475,3,0.039812465042464475,3
3754,46,blue-collar,married,Basic,blue-collar,no,yes,telephone,jun,thu,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,4,1,5,4,0,5,5,4,5,0.028624397800566588,1,0.028624397800566588,1
3755,44,technician,married,professional.course,technician,no,yes,telephone,may,fri,203,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0,Q2,4,3,5,4,0,3,3,3,3,0.04118005628793264,3,0.04118005628793264,3
3756,36,blue-collar,married,Basic,blue-collar,yes,no,cellular,nov,tue,320,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,no,0,Q4,3,4,5,5,0,1,1,1,1,0.2564076394230664,9,0.2564076394230664,9
3757,59,admin.,married,high.school,admin.,yes,no,cellular,aug,wed,1019,2,2,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes,1,Q3,5,5,1,5,1,1,1,1,1,0.7459579893029435,10,0.7459579893029435,10
3758,56,technician,married,university.degree,technician,no,yes,telephone,jun,mon,69,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,0,Q2,5,1,5,4,0,5,5,4,5,0.048087738410706245,4,0.048087738410706245,4
3759,33,unemployed,married,high.school,unemployed,yes,no,cellular,jul,wed,590,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,2,5,5,4,0,5,5,5,5,0.025555894058815684,1,0.025555894058815684,1
3760,51,technician,divorced,professional.course,technician,no,yes,cellular,aug,fri,50,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0,Q3,5,1,5,4,0,5,5,5,5,0.08284523120090201,7,0.08284523120090201,7
3761,59,blue-collar,married,Basic,blue-collar,yes,no,cellular,aug,tue,258,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,5,4,5,4,0,5,5,5,5,0.06637383120138542,6,0.06637383120138542,6
3762,31,services,married,Basic,services,yes,no,cellular,jul,wed,537,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1,Q3,2,5,5,4,0,5,5,5,5,0.052693690527173855,5,0.052693690527173855,5
3763,46,technician,married,professional.course,technician,no,no,cellular,aug,tue,235,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,4,4,5,4,0,5,5,5,5,0.09197846684232439,7,0.09197846684232439,7
3764,21,blue-collar,married,Basic,blue-collar,no,yes,cellular,jul,wed,89,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,1,5,4,0,5,5,5,5,0.0285468966058237,1,0.0285468966058237,1
3765,33,technician,single,professional.course,technician,yes,no,cellular,aug,wed,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,0,Q3,2,2,5,4,0,5,5,5,5,0.10156243654122155,7,0.10156243654122155,7
3766,46,entrepreneur,single,university.degree,entrepreneur,no,no,cellular,apr,mon,89,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,4,1,5,5,0,2,2,2,2,0.12089962768714015,8,0.12089962768714015,8
3767,24,blue-collar,single,unknown,blue-collar,no,no,cellular,jul,tue,39,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,1,1,5,4,0,5,5,4,5,0.008281027635588656,1,0.008281027635588656,1
3768,35,technician,married,university.degree,technician,no,yes,cellular,aug,tue,204,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0,Q3,2,3,5,4,0,5,5,5,5,0.09229060500399455,7,0.09229060500399455,7
3769,32,self-employed,single,university.degree,self-employed,yes,no,cellular,dec,mon,205,4,999,1,failure,-3.0,92.713,-33.0,0.706,5023.5,yes,1,Q4,2,3,5,5,0,1,1,1,1,0.24066038534475506,9,0.24066038534475506,9
3770,35,services,married,high.school,services,yes,no,cellular,apr,fri,36,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,2,1,5,4,0,2,2,2,2,0.128999312255206,8,0.128999312255206,8
3771,32,self-employed,single,university.degree,self-employed,yes,no,cellular,may,mon,66,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,2,1,5,5,0,2,2,2,2,0.11445288684991295,8,0.11445288684991295,8
3772,34,technician,married,professional.course,technician,yes,no,telephone,sep,mon,157,5,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,0,Q3,2,3,5,4,0,2,2,1,1,0.29422415567323884,10,0.29422415567323884,10
3773,47,blue-collar,married,Basic,blue-collar,yes,no,cellular,may,mon,208,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,4,3,5,5,0,2,2,2,2,0.0900678937826408,7,0.0900678937826408,7
3774,60,retired,divorced,high.school,retired,no,no,cellular,sep,wed,99,2,999,2,failure,-3.4,92.379,-29.8,0.768,5017.5,no,0,Q3,5,2,5,5,0,1,1,1,1,0.2873683357376031,10,0.2873683357376031,10
3775,43,services,divorced,high.school,services,no,no,cellular,jul,mon,388,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,4,5,5,4,0,5,5,5,5,0.041466395279930006,3,0.041466395279930006,3
3776,58,technician,married,Basic,technician,yes,no,telephone,oct,wed,88,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no,0,Q4,5,1,5,4,0,1,1,1,1,0.32834240647562707,10,0.32834240647562707,10
3777,31,admin.,single,university.degree,admin.,yes,no,cellular,nov,thu,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,2,2,5,4,0,3,3,2,3,0.08349342482049442,7,0.08349342482049442,7
3778,38,blue-collar,single,Basic,blue-collar,no,no,cellular,may,thu,121,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,3,2,5,4,0,2,2,1,2,0.12603642410254856,8,0.12603642410254856,8
3779,35,management,married,university.degree,management,no,no,cellular,may,thu,304,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0,Q2,2,4,5,5,0,2,2,2,2,0.14095252220072477,8,0.14095252220072477,8
3780,34,services,married,Basic,services,yes,no,cellular,jul,mon,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0,Q3,2,1,5,4,0,5,5,4,5,0.05276302300963384,5,0.05276302300963384,5
3781,31,admin.,single,high.school,admin.,no,no,cellular,jul,wed,75,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,2,1,5,4,0,5,5,5,5,0.043421509980120634,4,0.043421509980120634,4
3782,30,self-employed,married,professional.course,self-employed,yes,no,cellular,nov,thu,329,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,1,4,5,4,0,3,3,2,3,0.05893507495844873,5,0.05893507495844873,5
3783,49,management,divorced,high.school,management,no,no,telephone,may,mon,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,2,5,4,0,3,3,3,3,0.03583123207118866,2,0.03583123207118866,2
3784,41,services,married,high.school,services,yes,no,telephone,may,tue,59,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,1,5,4,0,3,3,3,3,0.02745968007586327,1,0.02745968007586327,1
3785,53,blue-collar,married,Basic,blue-collar,yes,no,cellular,nov,fri,180,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0,Q4,5,3,5,4,0,3,3,2,3,0.05905916056939458,5,0.05905916056939458,5
3786,45,housemaid,married,Basic,housemaid,yes,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,4,1,5,4,0,3,3,3,3,0.04197822970797697,3,0.04197822970797697,3
3787,58,retired,married,Basic,retired,yes,no,telephone,jun,tue,159,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,5,3,5,4,0,5,5,4,5,0.029282057377065112,2,0.029282057377065112,2
3788,46,technician,married,Basic,technician,no,no,telephone,may,fri,81,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0,Q2,4,1,5,4,0,3,3,4,3,0.0387585136898918,3,0.0387585136898918,3
3789,56,services,divorced,high.school,services,yes,no,cellular,apr,thu,144,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0,Q2,5,2,5,4,0,2,2,2,2,0.11651932927693985,8,0.11651932927693985,8
3790,28,self-employed,single,university.degree,self-employed,yes,no,cellular,mar,fri,186,2,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,no,0,Q1,1,3,5,4,0,2,2,2,2,0.1294948837485173,8,0.1294948837485173,8
3791,38,blue-collar,married,Basic,blue-collar,no,yes,telephone,may,mon,159,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,3,3,5,5,0,2,2,2,2,0.08955140385963228,7,0.08955140385963228,7
3792,32,technician,single,professional.course,technician,yes,no,cellular,may,wed,97,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0,Q2,2,2,5,4,0,2,2,2,2,0.17988941316200213,9,0.17988941316200213,9
3793,36,admin.,married,university.degree,admin.,no,no,cellular,jun,mon,174,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes,1,Q2,3,3,1,5,1,1,1,1,1,0.5938398428430719,10,0.5938398428430719,10
3794,27,blue-collar,married,Basic,blue-collar,yes,yes,telephone,may,fri,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,1,3,5,4,0,3,3,3,3,0.032587675023947174,2,0.032587675023947174,2
3795,46,management,married,Basic,management,yes,no,cellular,nov,fri,996,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0,Q4,4,5,5,4,0,3,3,2,3,0.05973628106847407,5,0.05973628106847407,5
3796,40,admin.,married,university.degree,admin.,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,1,Q2,3,5,5,4,0,2,2,2,2,0.17948027955509785,9,0.17948027955509785,9
3797,31,technician,married,professional.course,technician,yes,no,telephone,jun,tue,208,1,999,0,nonexistent,-1.7,94.055,-39.8,0.723,4991.6,yes,1,Q2,2,3,5,4,0,2,2,1,1,0.2881933782961946,10,0.2881933782961946,10
3798,45,admin.,married,university.degree,admin.,yes,yes,cellular,may,fri,300,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0,Q2,4,4,5,4,0,2,2,1,2,0.19747596095719636,9,0.19747596095719636,9
3799,49,self-employed,married,high.school,self-employed,no,no,cellular,may,fri,532,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,1,Q2,4,5,5,4,0,2,2,1,2,0.11054429621515277,8,0.11054429621515277,8
3800,52,self-employed,married,university.degree,self-employed,no,no,telephone,may,tue,31,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,5,1,5,4,0,3,3,3,3,0.03392991051165795,2,0.03392991051165795,2
3801,53,admin.,divorced,high.school,admin.,yes,no,cellular,jun,mon,70,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,no,0,Q2,5,1,5,5,0,1,1,1,1,0.14590030857632202,9,0.14590030857632202,9
3802,26,services,single,high.school,services,unknown,unknown,telephone,jul,wed,588,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,5,5,4,0,5,5,5,5,0.03696778362239572,3,0.03696778362239572,3
3803,48,services,single,high.school,services,yes,no,cellular,apr,fri,267,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,4,4,5,5,0,2,2,2,2,0.10425981970425041,8,0.10425981970425041,8
3804,32,technician,married,professional.course,technician,no,no,telephone,jun,thu,805,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,2,5,5,4,0,5,5,4,5,0.042923666481905064,3,0.042923666481905064,3
3805,34,blue-collar,single,Basic,blue-collar,no,no,cellular,nov,wed,127,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,2,2,5,5,0,3,3,2,3,0.04901026704538687,4,0.04901026704538687,4
3806,35,technician,married,professional.course,technician,no,no,telephone,jun,thu,159,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,2,3,5,4,0,5,5,4,5,0.04487815221701539,4,0.04487815221701539,4
3807,38,student,single,university.degree,student,no,no,telephone,may,thu,619,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,Q2,3,5,5,4,0,3,3,3,3,0.04515879271268061,4,0.04515879271268061,4
